moneyAccountName,currencyId,currencyName,accountType,product,customerName,transactionId,transactionTypeId,transactionTypeShort,transactionTypeName,bookingTypeShort,bookingTypeName,valueDate,transactionDate,direction,amount,transactionCurrencyId,transactionCurrencyName,creditorShortText,creditorText,debtorShortText,debtorText,pointOfSale,acquirerCountryId,acquirerCountryName,cardId,creditorAccountText,creditorIBAN,creditorAddress,creditorReferenceNumber,creditorInfo
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1640870372,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,27/05/2025,27/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
27.05.2025 14:35
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
27.05.2025 14:35
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1638305724,30,inpay,Zahlungseingang,inpay#inpay,Vergütung,22/05/2025,22/05/2025,1,7900.0,3942.0,CHF,"SALAERZAHLUNG  / Arbeitgeber AG, Zentralsitz, CH-8000 Zürich",SALAERZAHLUNG ,,,,,,,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1638447142,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,22/05/2025,22/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
22.05.2025 09:14
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
22.05.2025 09:14
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1638513738,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,22/05/2025,22/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
22.05.2025 12:28
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
22.05.2025 12:28
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1638553063,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,22/05/2025,22/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
22.05.2025 15:02
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
22.05.2025 15:02
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1638511466,44,cardtrx,Kartentransaktion,widrw_of#maestro,Kartenbezug,22/05/2025,22/05/2025,2,28.55,3942.0,CHF,Kartenbezug ,"Migros MMM Neumarkt
Kartennummer **** 1010
22.05.2025 12:20
",Kartenbezug ,"Migros MMM Neumarkt
Kartennummer **** 1010
22.05.2025 12:20
","MIGROS MMM NEUMARKT, ST. GALLEN",2089.0,Schweiz,2699XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1638501513,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,22/05/2025,22/05/2025,2,8.2,3942.0,CHF,TWINT-Zahlung ,"MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN
+41791234567
22.05.2025 12:00
",TWINT-Zahlung ,"MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN
+41791234567
22.05.2025 12:00
","MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1638077493,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,21/05/2025,21/05/2025,2,18.35,3942.0,CHF,TWINT-Zahlung ,"VOLG LADEN OBERSTAMMHEIM, OBERSTAMMHEIM
+41791234567
21.05.2025 12:11
",TWINT-Zahlung ,"VOLG LADEN OBERSTAMMHEIM, OBERSTAMMHEIM
+41791234567
21.05.2025 12:11
","VOLG LADEN OBERSTAMMHEIM, OBERSTAMMHEIM",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1638031288,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,21/05/2025,21/05/2025,2,161.0,3942.0,CHF,TWINT-Zahlung ,"ARMY SHOP, HERZOGENBUCHSEE
+41791234567
21.05.2025 10:26
",TWINT-Zahlung ,"ARMY SHOP, HERZOGENBUCHSEE
+41791234567
21.05.2025 10:26
","ARMY SHOP, HERZOGENBUCHSEE",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1637983596,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,21/05/2025,21/05/2025,2,69.95,3942.0,CHF,TWINT-Zahlung ,"HORNBACH, SURSEE
+41791234567
21.05.2025 08:54
",TWINT-Zahlung ,"HORNBACH, SURSEE
+41791234567
21.05.2025 08:54
","HORNBACH, SURSEE",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1637587481,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,20/05/2025,20/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
20.05.2025 08:49
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
20.05.2025 08:49
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1637658846,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,20/05/2025,20/05/2025,2,8.2,3942.0,CHF,TWINT-Zahlung ,"MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN
+41791234567
20.05.2025 12:14
",TWINT-Zahlung ,"MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN
+41791234567
20.05.2025 12:14
","MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1637663157,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,20/05/2025,20/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
20.05.2025 12:27
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
20.05.2025 12:27
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1637697598,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,20/05/2025,20/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
20.05.2025 14:50
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
20.05.2025 14:50
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1637142358,6,pay,Zahlungsverkehr,apf_domp,Zahlungsauftrag Inland,19/05/2025,19/05/2025,2,23.65,3942.0,CHF,,,"Vergütung / POST CH AG, LOG.-SERVICES / ",,,,,,,CH1530000002XXXXYYYYZ,"POST CH AG, LOG.-SERVICES
WANKDORFALLEE 4
3030 BERN
Schweiz",000000000591000240066394582,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1635857150,6,pay,Zahlungsverkehr,apf_frnp,Zahlungsauftrag Ausland,15/05/2025,15/05/2025,2,54.8,2549.0,EUR,,,Vergütung / CLEANPRINCE GMBH + CO. KG / AUFTRAGS-NR.: 0000,,,,,,,DE46530501800XXXXYYYYZ,"CLEANPRINCE GMBH + CO. KG
AM ASCHENBACHER STEG 5
36167 NUESTTAL
",,"AUFTRAGS-NR.: 9930
"
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1636032000,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,15/05/2025,15/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
15.05.2025 12:12
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
15.05.2025 12:12
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1636027403,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,15/05/2025,15/05/2025,2,8.2,3942.0,CHF,TWINT-Zahlung ,"MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN
+41791234567
15.05.2025 12:00
",TWINT-Zahlung ,"MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN
+41791234567
15.05.2025 12:00
","MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1635951424,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,15/05/2025,15/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
15.05.2025 08:57
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
15.05.2025 08:57
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1636120484,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,15/05/2025,15/05/2025,2,7.31,3942.0,CHF,TWINT-Zahlung ,"TOPSHOP, DIESSENHOFEN
+41791234567
15.05.2025 17:38
",TWINT-Zahlung ,"TOPSHOP, DIESSENHOFEN
+41791234567
15.05.2025 17:38
","TOPSHOP, DIESSENHOFEN",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1635741927,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,14/05/2025,14/05/2025,2,1.1,3942.0,CHF,TWINT-Zahlung ,"PARKINGPAY-TWINT, SCHLIEREN
+41791234567
14.05.2025 17:27
",TWINT-Zahlung ,"PARKINGPAY-TWINT, SCHLIEREN
+41791234567
14.05.2025 17:27
","PARKINGPAY-TWINT, SCHLIEREN",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1635683642,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,14/05/2025,14/05/2025,2,147.9,3942.0,CHF,TWINT-Zahlung ,"RHYNER MASCHINEN WERKZEU, EGG B. ZURICH
+41791234567
14.05.2025 14:07
",TWINT-Zahlung ,"RHYNER MASCHINEN WERKZEU, EGG B. ZURICH
+41791234567
14.05.2025 14:07
","RHYNER MASCHINEN WERKZEU, EGG B. ZURICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1635643281,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,14/05/2025,14/05/2025,2,31.18,3942.0,CHF,TWINT-Zahlung ,"TOPSHOP, DIESSENHOFEN
+41791234567
14.05.2025 12:02
",TWINT-Zahlung ,"TOPSHOP, DIESSENHOFEN
+41791234567
14.05.2025 12:02
","TOPSHOP, DIESSENHOFEN",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1635215686,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,13/05/2025,13/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
13.05.2025 09:17
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
13.05.2025 09:17
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1635282246,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,13/05/2025,13/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
13.05.2025 12:45
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
13.05.2025 12:45
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1635269190,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,13/05/2025,13/05/2025,2,15.8,3942.0,CHF,TWINT-Zahlung ,"FRATELLI, ST. GALLEN
+41791234567
13.05.2025 12:10
",TWINT-Zahlung ,"FRATELLI, ST. GALLEN
+41791234567
13.05.2025 12:10
","FRATELLI, ST. GALLEN",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1635314614,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,13/05/2025,13/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
13.05.2025 14:45
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
13.05.2025 14:45
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1635329446,44,cardtrx,Kartentransaktion,widrw_oo#maestro,Bancomat-Bezug,13/05/2025,13/05/2025,2,1500.0,2549.0,EUR,Bancomat-Bezug ,"Bank X Hauptsitz
Kartennummer **** 1010
13.05.2025 15:39
Originalbetrag EUR 1'500.00
Währungskurs 1 EUR = 0.940713 CHF
",Bancomat-Bezug ,"Bank X Hauptsitz
Kartennummer **** 1010
13.05.2025 15:39
Originalbetrag EUR 1'500.00
Währungskurs 1 EUR = 0.940713 CHF
",,,,2699XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1610912571,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,11/05/2025,11/05/2025,2,35.0,3942.0,CHF,TWINT-Zahlung ,"JBERGER GMBH, SCHAFFHAUSEN
+41791234567
11.05.2025 10:18
",TWINT-Zahlung ,"JBERGER GMBH, SCHAFFHAUSEN
+41791234567
11.03.2025 18:25
","JBERGER GMBH, SCHAFFHAUSEN",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1462367587,44,cardtrx,Kartentransaktion,widrw_oo#maestro,Bancomat-Bezug,09/05/2025,09/05/2025,2,200.0,3942.0,CHF,Bancomat-Bezug ,"Bank X Hauptsitz
Kartennummer **** 1010
09.05.2025 08:09
",Bancomat-Bezug ,"Bank X Hauptsitz
Kartennummer **** 1010
09.05.2025 08:09
",,,,2699XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1634187871,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,09/05/2025,09/05/2025,2,405.0,3942.0,CHF,TWINT-Zahlung ,"DIGITEC GALAXUS, ZURICH
+41791234567
09.05.2025 15:44
",TWINT-Zahlung ,"DIGITEC GALAXUS, ZURICH
+41791234567
09.05.2025 15:44
","DIGITEC GALAXUS, ZURICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1633632746,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,08/05/2025,08/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
08.05.2025 09:05
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
08.05.2025 09:05
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1633700648,44,cardtrx,Kartentransaktion,widrw_oo#maestro,Bancomat-Bezug,08/05/2025,08/05/2025,2,300.0,2549.0,EUR,Bancomat-Bezug ,"Bank X Hauptsitz
Kartennummer **** 1010
08.05.2025 12:08
Originalbetrag EUR 300.00
Währungskurs 1 EUR = 0.938033 CHF
",Bancomat-Bezug ,"Bank X Hauptsitz
Kartennummer **** 1010
08.05.2025 12:08
Originalbetrag EUR 300.00
Währungskurs 1 EUR = 0.938033 CHF
",,,,2699XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1633696958,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,08/05/2025,08/05/2025,2,8.2,3942.0,CHF,TWINT-Zahlung ,"MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN
+41791234567
08.05.2025 12:00
",TWINT-Zahlung ,"MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN
+41791234567
08.05.2025 12:00
","MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1633701964,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,08/05/2025,08/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
08.05.2025 12:11
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
08.05.2025 12:11
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1633758342,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,08/05/2025,08/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
08.05.2025 15:13
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
08.05.2025 15:13
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1633240824,6,pay,Zahlungsverkehr,apf_domp,Zahlungsauftrag Inland,07/05/2025,07/05/2025,2,100.0,3942.0,CHF,,,Vergütung / REVOLUT BANK UAB,,,,,,,CH9409000QEXXXXYYYYZ,"REVOLUT BANK UAB
KONSTITUCIJOS AVE. 21B
08130 VILNIUS
LITHUANIA",,"69382175
MAX MEIER
CH
"
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1632685771,6,pay,Zahlungsverkehr,apf_domp,Zahlungsauftrag Inland,06/05/2025,06/05/2025,2,31.1,3942.0,CHF,,,Vergütung / SWISSCOM (SCHWEIZ) AG / ,,,,,,,CH3230000001XXXXYYYYZ,"SWISSCOM (SCHWEIZ) AG
ALTE TIEFENAUSTRASSE 6
3050 BERN
Schweiz",050123698780010000001190015,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1632826609,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,06/05/2025,06/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
06.05.2025 09:22
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
06.05.2025 09:22
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1632934186,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,06/05/2025,06/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
06.05.2025 15:06
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
06.05.2025 15:06
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1632894538,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,06/05/2025,06/05/2025,2,8.2,3942.0,CHF,TWINT-Zahlung ,"MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN
+41791234567
06.05.2025 12:32
",TWINT-Zahlung ,"MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN
+41791234567
06.05.2025 12:32
","MIGROS MR NEUMARKT TRAITEUR, ST. GALLEN",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1632897512,44,cardtrx,Kartentransaktion,twint#p2m#debit,TWINT-Zahlung,06/05/2025,06/05/2025,2,1.5,3942.0,CHF,TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
06.05.2025 12:43
",TWINT-Zahlung ,"KANTINE, ZÜRICH
+41791234567
06.05.2025 12:43
","KANTINE, ZÜRICH",2089.0,Schweiz,2533XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1632550712,44,cardtrx,Kartentransaktion,widrw_of#maestro,Kartenbezug,05/05/2025,05/05/2025,2,59.9,3942.0,CHF,Kartenbezug ,"MyPlace
Kartennummer **** 1010
05.05.2025 15:37
",Kartenbezug ,"MyPlace
Kartennummer **** 1010
05.05.2025 15:37
","MYPLACE, AFFOLTERN AM ALBIS",2089.0,Schweiz,2699XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1632561804,44,cardtrx,Kartentransaktion,widrw_of#maestro,Kartenbezug,05/05/2025,05/05/2025,2,8.4,3942.0,CHF,Kartenbezug ,"Bäckerei Conditorei
Kartennummer **** 1010
05.05.2025 16:18
",Kartenbezug ,"Bäckerei Conditorei
Kartennummer **** 1010
05.05.2025 16:18
","BACKEREI CONDITOREI, AFFOLTERN AM ALBIS",2089.0,Schweiz,2699XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1630797291,44,cardtrx,Kartentransaktion,widrw_of#maestro,Kartenbezug,01/05/2025,01/05/2025,2,116.5,3942.0,CHF,Kartenbezug ,"Hotel Touring Chiass
Kartennummer **** 1010
01.05.2025 08:17
",Kartenbezug ,"Hotel Touring Chiass
Kartennummer **** 1010
01.05.2025 08:17
","HOTEL TOURING CHIASSO, CHIASSO",2089.0,Schweiz,2699XXXX,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1630039296,6,pay,Zahlungsverkehr,apf_domp,Zahlungsauftrag Inland,30/04/2025,30/04/2025,2,170.0,3942.0,CHF,,,"Vergütung / EKZ, ELEKTRIZITAETSWERKE DES KANTONS ZUERICH / ",,,,,,,CH9630000001XXXXYYYYZ,"EKZ, ELEKTRIZITAETSWERKE DES KANTONS ZUERICH
DREIKOENIGSTRASSE 18
8002 ZUERICH
Schweiz",000001876814010041901047579,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1629998684,6,pay,Zahlungsverkehr,apf_domp,Zahlungsauftrag Inland,30/04/2025,30/04/2025,2,728.5,3942.0,CHF,,,Vergütung / SWICA GESUNDHEITSORGANISATION / ,,,,,,,CH2030000003XXXXYYYYZ,"SWICA GESUNDHEITSORGANISATION
ROEMERSTRASSE 37
8400 WINTERTHUR
Schweiz",101724736707000243634700002,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1630163749,35,cord,Sammelauftrag,cord_deb,Sammelauftrag,30/04/2025,30/04/2025,2,2715.0,3942.0,CHF,,,Sammelbelastung vom 30.04.2025,Sammelbelastung vom 30.04.2025,,,,,,,,,
"CH59 0078 1608 XXXX YYYY Z/CHF/Meier, Max/St. Gallen/Privatkonto",3942,CHF,Current Account,Privatkonto,"Meier, Max",1630429609,35,cord,Sammelauftrag,cord_deb,Sammelauftrag,30/04/2025,30/04/2025,2,1912.95,3942.0,CHF,,,Sammelbelastung vom 30.04.2025,Sammelbelastung vom 30.04.2025,,,,,,,,,
